,date,incident_info,mean_temperature,min_temperature,max_temperature,total_precipitation,snow_on_ground
921,2021-04-29,18,10.8,0.5,21.1,0.0,0.0
922,2021-04-30,18,14.0,6.5,21.5,0.0,0.0
923,2021-05-01,12,7.0,1.3,12.7,0.0,0.0
924,2021-05-02,8,5.3,-0.4,11.0,0.0,0.0
925,2021-05-03,19,5.4,-2.4,13.2,0.1,0.0
926,2021-05-04,12,6.6,1.4,11.8,1.8,0.0
927,2021-05-05,16,7.1,0.1,14.1,0.0,0.0
928,2021-05-06,13,10.8,1.9,19.7,0.0,0.0
929,2021-05-07,8,10.9,5.5,16.2,0.0,0.0
930,2021-05-08,14,3.0,0.5,5.6,6.8,0.0
931,2021-05-09,4,1.6,0.5,2.7,4.2,0.0
932,2021-05-10,24,5.0,-3.4,13.5,0.0,0.0
933,2021-05-11,11,8.3,2.9,13.6,0.0,0.0
934,2021-05-12,14,8.2,-1.7,18.0,0.0,0.0
935,2021-05-13,7,11.3,6.0,16.6,0.0,0.0
936,2021-05-14,24,10.7,1.7,19.7,0.0,0.0
937,2021-05-15,8,12.4,2.6,22.2,0.0,0.0
938,2021-05-16,6,16.7,8.6,24.9,0.0,0.0
939,2021-05-17,11,18.6,10.1,27.1,0.0,0.0
940,2021-05-18,10,11.4,5.8,17.1,0.0,0.0
941,2021-05-19,9,4.2,0.7,7.7,0.0,0.0
942,2021-05-20,12,0.5,-1.8,2.9,0.6,0.0
943,2021-05-21,16,5.4,-0.3,11.0,0.0,0.0
944,2021-05-22,12,5.8,-2.0,13.6,0.0,0.0
945,2021-05-23,6,6.3,1.9,10.7,7.9,0.0
946,2021-05-24,10,5.8,1.3,10.3,9.3,0.0
947,2021-05-25,14,8.9,5.8,12.0,1.1,0.0
948,2021-05-26,17,11.7,4.7,18.7,0.0,0.0
949,2021-05-27,20,13.1,3.6,22.7,0.0,0.0
950,2021-05-28,14,11.2,4.8,17.7,2.0,0.0
951,2021-05-29,18,11.5,4.3,18.7,0.0,0.0
952,2021-05-30,12,14.1,5.8,22.4,0.0,0.0
953,2021-05-31,16,16.0,8.0,24.0,0.0,0.0
954,2021-06-01,14,19.0,11.1,26.9,0.0,0.0
955,2021-06-02,24,20.4,10.4,30.4,0.0,0.0
956,2021-06-03,26,21.5,11.1,32.0,0.0,0.0
957,2021-06-04,20,20.6,13.0,28.1,0.5,0.0
958,2021-06-05,9,12.5,8.4,16.6,4.5,0.0
959,2021-06-06,9,10.6,5.7,15.4,2.1,0.0
960,2021-06-07,11,8.4,4.4,12.4,0.2,0.0
961,2021-06-08,13,8.9,3.0,14.8,0.0,0.0
962,2021-06-09,14,9.6,4.4,14.9,2.2,0.0
963,2021-06-10,17,9.7,6.9,12.5,0.7,0.0
964,2021-06-11,16,10.8,1.9,19.7,0.0,0.0
965,2021-06-12,16,12.4,3.7,21.2,0.0,0.0
966,2021-06-13,19,16.7,4.1,29.2,0.0,0.0
967,2021-06-14,14,22.3,12.1,32.5,0.0,0.0
968,2021-06-15,23,20.0,13.9,26.2,0.0,0.0
969,2021-06-16,32,15.6,10.2,20.9,0.0,0.0
970,2021-06-17,25,15.5,7.1,24.0,0.0,0.0
971,2021-06-18,28,15.3,6.0,24.6,0.0,0.0
972,2021-06-19,14,13.4,10.7,16.0,1.4,0.0
973,2021-06-20,13,15.4,9.2,21.7,0.0,0.0
974,2021-06-21,17,17.2,7.2,27.1,0.0,0.0
975,2021-06-22,23,20.5,9.8,31.2,0.0,0.0
976,2021-06-23,17,18.2,12.9,23.6,0.0,0.0
977,2021-06-24,21,15.5,11.0,19.9,13.3,0.0
978,2021-06-25,28,18.9,10.9,26.8,0.0,0.0
979,2021-06-26,15,22.2,14.3,30.2,0.0,0.0
980,2021-06-27,15,23.0,16.0,30.0,0.0,0.0
981,2021-06-28,20,24.6,14.9,34.4,0.0,0.0
982,2021-06-29,20,26.1,16.1,36.2,0.0,0.0
983,2021-06-30,32,25.2,14.5,36.0,0.0,0.0
984,2021-07-01,10,26.8,17.4,36.1,0.0,0.0
985,2021-07-02,25,22.6,15.1,30.0,23.2,0.0
986,2021-07-03,11,20.1,14.5,25.7,0.0,0.0
987,2021-07-04,15,15.9,12.9,18.8,10.6,0.0
988,2021-07-05,25,15.2,12.7,17.6,0.4,0.0
989,2021-07-06,17,18.2,12.8,23.5,0.0,0.0
990,2021-07-07,33,18.4,11.6,25.2,7.7,0.0
991,2021-07-08,25,19.7,13.3,26.1,9.1,0.0
992,2021-07-09,32,19.6,12.0,27.2,0.0,0.0
993,2021-07-10,15,22.1,13.1,31.1,0.0,0.0
994,2021-07-11,8,18.2,13.5,22.8,5.0,0.0
995,2021-07-12,26,18.0,10.8,25.2,0.0,0.0
996,2021-07-13,25,19.5,11.9,27.1,0.0,0.0
997,2021-07-14,23,22.0,13.4,30.5,0.0,0.0
998,2021-07-15,23,20.7,12.9,28.6,0.0,0.0
999,2021-07-16,23,21.2,16.4,25.9,0.0,0.0
1000,2021-07-17,16,17.5,11.8,23.3,0.0,0.0
1001,2021-07-18,10,16.8,13.0,20.5,0.0,0.0
1002,2021-07-19,19,18.1,12.0,24.1,0.0,0.0
1003,2021-07-20,21,18.7,15.2,22.2,0.1,0.0
1004,2021-07-21,27,21.6,15.4,27.8,0.0,0.0
1005,2021-07-22,16,17.5,9.6,25.3,0.0,0.0
1006,2021-07-23,27,17.7,8.4,27.0,0.0,0.0
1007,2021-07-24,17,17.9,7.7,28.0,0.0,0.0
1008,2021-07-25,6,18.3,10.4,26.3,0.0,0.0
1009,2021-07-26,20,17.3,9.4,25.2,0.0,0.0
1010,2021-07-27,19,17.4,10.7,24.0,0.0,0.0
1011,2021-07-28,20,18.9,10.9,27.0,0.0,0.0
1012,2021-07-29,15,20.7,14.0,27.5,0.0,0.0
1013,2021-07-30,22,21.6,13.2,30.1,0.0,0.0
1014,2021-07-31,10,21.8,12.6,31.0,0.0,0.0
1015,2021-08-01,16,23.5,13.5,33.4,0.0,0.0
1016,2021-08-02,10,21.5,18.6,24.4,0.0,0.0
1017,2021-08-03,19,24.0,16.8,31.3,0.2,0.0
1018,2021-08-04,16,20.5,12.7,28.2,0.2,0.0
1019,2021-08-05,19,21.1,11.1,31.1,0.0,0.0
1020,2021-08-06,23,20.0,12.1,27.9,0.0,0.0
1021,2021-08-07,5,19.7,13.4,26.1,0.0,0.0
1022,2021-08-08,13,14.0,11.4,16.7,0.3,0.0
1023,2021-08-09,24,17.1,6.8,27.3,0.0,0.0
1024,2021-08-10,25,17.5,12.7,22.4,0.0,0.0
1025,2021-08-11,25,19.2,16.0,22.3,0.0,0.0
1026,2021-08-12,22,18.9,12.3,25.5,0.0,0.0
1027,2021-08-13,27,21.1,10.0,32.3,0.0,0.0
1028,2021-08-14,16,22.8,11.5,34.0,0.0,0.0
1029,2021-08-15,7,22.6,13.7,31.4,0.0,0.0
1030,2021-08-16,25,15.3,10.6,19.9,12.4,0.0
1031,2021-08-17,17,9.6,7.9,11.3,29.8,0.0
1032,2021-08-18,25,12.2,4.6,19.7,0.0,0.0
1033,2021-08-19,21,10.8,7.2,14.4,1.1,0.0
1034,2021-08-20,27,14.1,9.5,18.7,0.6,0.0
1035,2021-08-21,22,12.9,6.9,19.0,0.0,0.0
1036,2021-08-22,14,14.4,8.5,20.4,17.4,0.0
1037,2021-08-23,27,9.7,6.4,13.0,5.1,0.0
1038,2021-08-24,20,11.5,6.4,16.7,0.0,0.0
1039,2021-08-25,24,12.9,4.7,21.1,0.0,0.0
1040,2021-08-26,26,13.9,5.2,22.6,1.4,0.0
1041,2021-08-27,11,14.7,9.8,19.5,1.2,0.0
1042,2021-08-28,18,13.5,4.9,22.0,0.0,0.0
1043,2021-08-29,13,16.4,8.1,24.7,0.0,0.0
1044,2021-08-30,18,15.9,7.5,24.2,0.0,0.0
1045,2021-08-31,28,13.2,7.5,19.0,0.5,0.0
1046,2021-09-01,24,10.2,4.9,15.6,0.0,0.0
1047,2021-09-02,18,10.6,5.3,16.0,0.0,0.0
1048,2021-09-03,14,13.2,5.4,21.0,0.0,0.0
1049,2021-09-04,16,14.4,4.2,24.5,0.0,0.0
1050,2021-09-05,23,19.4,13.2,25.5,0.0,0.0
1051,2021-09-06,16,15.3,8.1,22.5,0.0,0.0
1052,2021-09-07,27,14.7,6.0,23.4,0.0,0.0
1053,2021-09-08,26,15.2,7.8,22.6,0.0,0.0
1054,2021-09-09,15,17.6,7.8,27.4,0.0,0.0
1055,2021-09-10,19,13.8,7.2,20.5,0.1,0.0
1056,2021-09-11,13,12.3,9.9,14.8,8.0,0.0
1057,2021-09-12,10,12.6,9.4,15.9,2.1,0.0
1058,2021-09-13,21,11.5,5.6,17.4,1.7,0.0
1059,2021-09-14,20,11.6,3.1,20.1,0.0,0.0
1060,2021-09-15,20,9.2,4.0,14.3,2.6,0.0
1061,2021-09-16,26,8.2,1.7,14.8,0.0,0.0
1062,2021-09-17,15,10.4,0.3,20.5,0.0,0.0
1063,2021-09-18,17,16.5,10.8,22.1,0.0,0.0
1064,2021-09-19,12,10.6,3.5,17.6,0.0,0.0
1065,2021-09-20,23,8.6,0.1,17.2,0.0,0.0
1066,2021-09-21,26,13.1,3.2,23.0,0.0,0.0
1067,2021-09-22,36,14.3,10.8,17.9,0.0,0.0
1068,2021-09-23,37,9.0,2.9,15.0,0.0,0.0
1069,2021-09-24,20,13.8,2.2,25.4,0.0,0.0
1070,2021-09-25,20,14.0,7.3,20.7,0.0,0.0
1071,2021-09-26,12,16.4,7.0,25.7,0.0,0.0
1072,2021-09-27,17,15.4,6.6,24.2,0.0,0.0
1073,2021-09-28,21,12.4,7.5,17.4,0.0,0.0
1074,2021-09-29,46,9.7,2.3,17.1,0.0,0.0
1075,2021-09-30,26,13.2,3.9,22.6,0.0,0.0
1076,2021-10-01,27,10.6,4.9,16.2,0.0,0.0
1077,2021-10-02,14,9.5,0.4,18.6,0.0,0.0
1078,2021-10-03,15,11.7,3.0,20.3,0.0,0.0
1079,2021-10-04,18,5.9,-2.1,14.0,0.0,0.0
1080,2021-10-05,22,12.7,1.9,23.4,0.0,0.0
1081,2021-10-06,26,7.0,1.2,12.9,0.0,0.0
1082,2021-10-07,26,5.3,-2.7,13.3,0.0,0.0
1083,2021-10-08,30,4.3,-3.9,12.4,0.0,0.0
1084,2021-10-09,17,7.4,-2.8,17.5,0.0,0.0
1085,2021-10-10,10,6.7,-0.5,13.9,1.1,0.0
1086,2021-10-11,7,0.5,-5.4,6.4,0.0,0.0
1087,2021-10-12,22,1.1,-7.5,9.7,0.0,0.0
1088,2021-10-13,18,-1.7,-8.3,5.0,0.0,0.0
1089,2021-10-14,17,2.2,-6.2,10.5,0.0,0.0
1090,2021-10-15,19,5.5,-4.0,14.9,0.0,0.0
1091,2021-10-16,28,11.6,4.2,19.0,0.0,0.0
1092,2021-10-17,7,11.3,-0.4,22.9,0.0,0.0
1093,2021-10-18,15,2.8,-0.1,5.8,0.0,0.0
1094,2021-10-19,21,5.6,1.5,9.7,0.0,0.0
1095,2021-10-20,21,3.9,-1.7,9.4,0.0,0.0
1096,2021-10-21,26,9.5,2.7,16.2,0.0,0.0
1097,2021-10-22,11,5.8,-1.7,13.4,0.0,0.0
1098,2021-10-23,32,5.3,1.0,9.5,26.3,0.0
1099,2021-10-24,16,3.4,-3.4,10.2,0.0,0.0
1100,2021-10-25,18,7.3,1.5,13.2,0.0,0.0
1101,2021-10-26,29,6.1,-0.9,13.2,0.0,0.0
1102,2021-10-27,24,5.7,-0.2,11.5,0.0,0.0
1103,2021-10-28,26,4.0,-1.9,10.0,0.0,0.0
1104,2021-10-29,29,1.0,-1.6,3.7,2.5,0.0
1105,2021-10-30,27,-2.7,-7.3,1.8,0.0,2.0
1106,2021-10-31,20,-4.3,-10.6,2.1,0.0,0.0
1107,2021-11-01,19,-5.9,-10.9,-0.9,0.0,0.0
1108,2021-11-02,28,3.0,-8.4,14.3,0.0,0.0
1109,2021-11-03,26,5.1,-4.3,14.5,0.0,0.0
1111,2021-11-05,30,6.6,-0.4,13.6,0.0,0.0
1112,2021-11-06,21,1.6,-4.8,8.0,0.0,0.0
1113,2021-11-07,8,0.0,-6.4,6.3,0.0,0.0
1114,2021-11-08,31,0.8,-4.6,6.2,0.0,0.0
1115,2021-11-09,24,0.1,-6.4,6.7,0.0,0.0
1116,2021-11-10,30,2.7,-1.3,6.7,0.0,0.0
1117,2021-11-11,19,-0.9,-6.4,4.7,0.0,0.0
1118,2021-11-12,31,5.7,-4.1,15.6,0.0,0.0
1119,2021-11-13,18,3.2,-2.7,9.0,0.0,0.0
1120,2021-11-14,6,5.0,-0.8,10.7,0.0,0.0
1121,2021-11-15,19,2.9,-0.5,6.4,0.9,0.0
1122,2021-11-16,18,-1.3,-6.8,4.1,0.2,0.0
1123,2021-11-17,29,-5.5,-12.8,1.7,0.0,0.0
1124,2021-11-18,24,-1.6,-7.2,3.9,0.0,0.0
1125,2021-11-19,38,-2.4,-9.6,4.7,0.0,0.0
1126,2021-11-20,14,-1.7,-10.1,6.6,0.0,0.0
1127,2021-11-21,11,-1.5,-10.0,6.9,0.0,0.0
1128,2021-11-22,34,7.7,0.7,14.8,0.0,0.0
1129,2021-11-23,27,-2.0,-8.7,4.6,0.1,0.0
1130,2021-11-24,31,-3.8,-10.3,2.8,0.0,0.0
1131,2021-11-25,27,6.8,0.3,13.4,0.2,0.0
1132,2021-11-26,23,3.0,-5.3,11.3,0.0,0.0
1133,2021-11-27,32,-1.6,-3.8,0.6,0.6,0.0
1134,2021-11-28,18,4.7,-5.0,14.5,0.0,0.0
1135,2021-11-29,16,4.4,-1.0,9.9,0.0,0.0
1136,2021-11-30,21,4.5,-0.7,9.6,0.0,0.0
1137,2021-12-01,21,6.1,-0.6,12.9,2.3,0.0
1138,2021-12-02,18,-0.8,-3.9,2.2,0.4,0.0
1139,2021-12-03,30,-4.7,-9.0,-0.4,0.1,0.0
1140,2021-12-04,24,-6.3,-9.2,-3.3,0.0,0.0
1141,2021-12-05,19,-12.7,-16.5,-9.0,0.0,0.0
1142,2021-12-06,40,-10.9,-14.6,-7.1,1.1,1.0
1143,2021-12-07,35,-7.2,-14.3,-0.1,0.0,2.0
1144,2021-12-08,32,-1.2,-9.2,6.8,1.2,1.0
1145,2021-12-09,22,-6.7,-11.9,-1.6,0.3,5.0
1146,2021-12-10,31,-6.5,-11.9,-1.1,0.0,4.0
1147,2021-12-11,25,-2.1,-7.6,3.3,1.6,3.0
1148,2021-12-12,12,-5.5,-9.3,-1.7,0.0,4.0
1149,2021-12-13,32,-9.5,-17.2,-1.7,0.0,3.0
1150,2021-12-14,40,-16.8,-21.4,-12.2,0.7,9.0
1151,2021-12-15,46,-19.2,-23.3,-15.1,0.0,8.0
1152,2021-12-16,56,-17.7,-20.5,-14.9,0.9,9.0
1153,2021-12-17,66,-20.7,-25.9,-15.6,0.0,0.0
1154,2021-12-18,21,-10.2,-19.9,-0.5,0.0,1.0
1155,2021-12-19,13,-12.9,-15.7,-10.2,0.0,1.0
1156,2021-12-20,48,-17.4,-23.1,-11.7,0.0,0.0
1157,2021-12-21,24,-8.9,-18.5,0.7,0.0,1.0
1158,2021-12-22,25,-4.9,-12.2,2.4,0.0,1.0
1159,2021-12-23,28,-9.0,-19.1,1.0,2.6,1.0
1160,2021-12-24,51,-21.0,-25.2,-16.8,0.1,13.0
1161,2021-12-25,9,-25.9,-28.6,-23.2,0.0,12.0
1162,2021-12-26,33,-29.3,-31.7,-27.0,0.3,12.0
1163,2021-12-27,32,-31.1,-34.4,-27.9,0.0,12.0
1164,2021-12-28,40,-24.1,-32.4,-15.8,0.3,12.0
1165,2021-12-29,31,-24.9,-28.7,-21.2,0.0,9.0
1166,2021-12-30,35,-19.8,-23.2,-16.3,0.5,9.0
1167,2021-12-31,22,-24.1,-29.8,-18.4,0.0,8.0
1168,2022-01-01,12,-13.4,-26.6,-0.3,0.0,8.0
1169,2022-01-02,8,-7.0,-14.9,0.9,0.0,7.0
1170,2022-01-03,25,-20.0,-25.2,-14.9,0.0,0.0
1171,2022-01-04,39,-27.0,-29.1,-25.0,0.6,0.0
1172,2022-01-05,37,-27.2,-30.1,-24.3,0.0,0.0
1173,2022-01-06,16,-26.7,-30.3,-23.2,0.0,0.0
1174,2022-01-07,29,-23.3,-24.2,-22.5,0.0,0.0
1175,2022-01-08,15,-19.8,-25.0,-14.6,0.0,0.0
1176,2022-01-09,10,-11.7,-24.2,0.9,0.0,1.0
1177,2022-01-10,24,0.9,-6.4,8.2,0.5,1.0
1178,2022-01-11,21,1.4,-5.9,8.6,0.0,0.0
1179,2022-01-12,9,3.9,-1.2,9.0,0.0,0.0
1180,2022-01-13,15,3.4,-2.3,9.0,0.0,0.0
1181,2022-01-14,10,3.0,-1.9,7.9,0.0,0.0
1182,2022-01-15,16,3.4,-2.0,8.7,0.0,0.0
1183,2022-01-16,4,-0.5,-6.4,5.4,0.0,0.0
1184,2022-01-17,18,-0.1,-11.3,11.0,0.0,0.0
1185,2022-01-18,18,-14.8,-18.3,-11.3,0.0,0.0
1186,2022-01-19,15,-15.9,-20.5,-11.3,0.0,0.0
1187,2022-01-20,15,-1.3,-11.9,9.3,0.0,0.0
1188,2022-01-21,21,0.4,-4.0,4.9,0.0,0.0
1189,2022-01-22,10,5.4,-1.3,12.0,0.0,0.0
1190,2022-01-23,7,5.1,-2.7,12.8,0.0,0.0
1191,2022-01-24,12,-0.7,-3.5,2.2,0.0,0.0
1192,2022-01-25,16,1.1,-6.9,9.0,0.0,0.0
1193,2022-01-26,16,0.3,-4.5,5.1,0.0,0.0
1194,2022-01-27,13,-0.3,-9.4,8.9,0.0,0.0
1195,2022-01-28,15,6.3,1.0,11.7,0.0,0.0
1196,2022-01-29,14,2.2,-4.8,9.2,0.0,0.0
1197,2022-01-30,8,3.7,-2.4,9.8,0.0,0.0
1198,2022-01-31,17,-6.7,-16.2,2.7,0.0,0.0
1199,2022-02-01,34,-19.9,-23.7,-16.1,1.5,0.0
1200,2022-02-02,20,-23.9,-29.2,-18.6,0.0,0.0
1201,2022-02-03,22,-13.7,-20.1,-7.3,0.0,1.0
1202,2022-02-04,20,-4.6,-17.1,7.8,0.3,1.0
1203,2022-02-05,11,1.5,-3.2,6.1,0.0,0.0
1204,2022-02-06,8,4.4,-3.6,12.3,0.0,0.0
1205,2022-02-07,16,5.2,-1.6,11.9,0.0,0.0
1206,2022-02-08,16,5.7,1.6,9.8,0.0,0.0
1207,2022-02-09,11,7.9,2.4,13.3,0.0,0.0
1208,2022-02-10,15,5.1,-3.0,13.2,0.0,0.0
1209,2022-02-11,15,-1.5,-4.6,1.6,0.0,0.0
1210,2022-02-12,6,2.5,-2.4,7.5,0.0,0.0
1211,2022-02-13,3,3.6,-1.5,8.6,0.0,0.0
1212,2022-02-14,14,-2.2,-4.3,-0.2,1.1,0.0
1213,2022-02-15,23,-4.4,-7.3,-1.5,2.9,1.0
1214,2022-02-16,31,-8.8,-14.6,-2.9,1.7,8.0
1215,2022-02-17,16,-1.2,-9.5,7.0,0.0,5.0
1216,2022-02-18,20,-5.7,-11.1,-0.2,0.5,0.0
1217,2022-02-19,13,1.7,-5.3,8.6,0.0,0.0
1218,2022-02-20,22,-13.1,-21.3,-5.0,4.2,7.0
1219,2022-02-21,27,-22.2,-24.7,-19.6,0.2,8.0
1220,2022-02-22,44,-22.4,-27.2,-17.7,0.0,8.0
1221,2022-02-23,35,-18.5,-27.6,-9.4,0.0,8.0
1222,2022-02-24,36,-8.4,-11.6,-5.1,1.5,11.0
1223,2022-02-25,23,-6.3,-16.4,3.7,0.0,9.0
1224,2022-02-26,12,-0.8,-9.7,8.1,0.0,10.0
1225,2022-02-27,6,5.9,2.9,8.8,0.0,9.0
1226,2022-02-28,26,0.5,-5.1,6.1,0.0,5.0
1227,2022-03-01,29,2.1,-7.5,11.7,0.0,4.0
1228,2022-03-02,15,-6.7,-7.9,-5.6,0.6,2.0
1229,2022-03-03,34,-8.1,-9.7,-6.4,3.6,3.0
1230,2022-03-04,20,-8.7,-10.9,-6.4,0.8,9.0
1231,2022-03-05,12,-6.6,-10.9,-2.3,0.0,7.0
1232,2022-03-06,15,-3.5,-8.1,1.1,0.0,7.0
1233,2022-03-07,8,-1.7,-7.1,3.6,0.0,6.0
1234,2022-03-08,11,-9.4,-11.9,-6.9,0.1,5.0
1235,2022-03-09,21,-13.2,-17.3,-9.1,0.0,5.0
1236,2022-03-10,24,-9.1,-13.9,-4.4,0.0,5.0
1237,2022-03-11,14,-5.9,-16.2,4.4,0.0,5.0
1238,2022-03-12,16,5.2,1.0,9.4,0.0,4.0
1239,2022-03-13,12,0.4,-2.4,3.2,0.0,0.0
1240,2022-03-14,15,4.9,-2.6,12.4,0.0,0.0
1241,2022-03-15,21,5.5,-1.2,12.2,0.0,0.0
1242,2022-03-16,17,5.2,0.4,10.0,0.0,0.0
1243,2022-03-17,11,4.6,-2.8,12.0,0.0,0.0
1244,2022-03-18,14,3.2,-3.6,10.0,0.0,0.0
1245,2022-03-19,7,3.3,-4.9,11.5,0.0,0.0
1246,2022-03-20,7,1.6,-1.8,4.9,0.8,0.0
1247,2022-03-21,12,4.9,-1.3,11.0,0.0,0.0
1248,2022-03-22,8,7.2,-0.4,14.9,0.0,0.0
1249,2022-03-23,8,9.8,0.9,18.6,0.0,0.0
1250,2022-03-24,18,0.2,-5.1,5.5,0.0,0.0
1251,2022-03-25,16,0.9,-6.6,8.3,0.0,0.0
1252,2022-03-26,9,-0.1,-6.1,6.0,0.0,0.0
1253,2022-03-27,14,4.9,-5.1,14.8,0.0,0.0
1254,2022-03-28,12,0.6,-2.6,3.8,0.3,0.0
1255,2022-03-29,20,1.5,-7.0,10.0,0.0,0.0
1256,2022-03-30,13,6.0,-5.4,17.4,0.5,0.0
1257,2022-03-31,19,3.7,-0.4,7.9,0.0,0.0
1258,2022-04-01,15,2.0,-5.1,9.1,0.0,0.0
1259,2022-04-02,11,3.7,-3.0,10.4,0.0,0.0
1260,2022-04-03,5,2.3,-4.9,9.5,0.0,0.0
1261,2022-04-04,14,7.5,0.9,14.0,0.0,0.0
1262,2022-04-05,22,5.4,1.0,9.8,0.0,0.0
1263,2022-04-06,14,2.8,-3.5,9.1,0.0,0.0
1264,2022-04-07,16,6.1,-4.6,16.9,0.0,0.0
1265,2022-04-08,23,12.8,4.5,21.1,0.0,0.0
1266,2022-04-09,15,3.7,0.8,6.5,0.3,0.0
1267,2022-04-10,9,-1.6,-6.1,2.9,0.0,0.0
1268,2022-04-11,13,-4.5,-8.9,0.0,0.0,0.0
1269,2022-04-12,31,-9.3,-11.1,-7.6,0.1,0.0
1270,2022-04-13,22,-8.1,-10.3,-6.0,0.3,0.0
1271,2022-04-14,22,-7.7,-10.4,-5.1,0.6,0.0
1272,2022-04-15,16,-5.9,-9.7,-2.1,1.1,0.0
1273,2022-04-16,8,-3.9,-11.8,3.9,0.0,0.0
1274,2022-04-17,13,-1.6,-8.8,5.6,0.0,0.0
1275,2022-04-18,23,0.9,-7.7,9.5,0.0,0.0
1276,2022-04-19,37,0.4,-2.6,3.5,10.8,0.0
1277,2022-04-20,30,-1.7,-4.0,0.6,0.5,10.0
1278,2022-04-21,16,0.1,-4.9,5.2,0.0,4.0
1279,2022-04-22,42,0.5,-0.6,1.6,9.4,0.0
1280,2022-04-23,12,3.8,-2.4,10.1,0.0,1.0
1281,2022-04-24,14,5.7,-2.9,14.3,0.0,0.0
1282,2022-04-25,11,7.7,-1.5,16.9,0.0,0.0
1283,2022-04-26,18,8.9,3.6,14.2,1.3,0.0
1284,2022-04-27,27,5.9,0.1,11.6,0.0,0.0
1285,2022-04-28,20,4.0,-3.4,11.4,0.0,0.0
1286,2022-04-29,29,6.3,-0.1,12.8,0.0,0.0
1287,2022-04-30,11,6.1,-1.6,13.8,0.0,0.0
1288,2022-05-01,9,8.9,3.0,14.8,0.0,0.0
1289,2022-05-02,24,8.1,0.2,16.0,0.0,0.0
1290,2022-05-03,19,10.3,1.9,18.7,0.0,0.0
1291,2022-05-04,26,13.6,7.2,20.1,0.0,0.0
1292,2022-05-05,15,13.8,7.2,20.5,0.0,0.0
1293,2022-05-06,19,11.2,5.7,16.7,0.0,0.0
1294,2022-05-07,25,9.3,2.7,15.9,0.0,0.0
1295,2022-05-08,13,5.5,-0.1,11.1,2.6,0.0
1296,2022-05-09,24,4.7,0.7,8.7,2.4,0.0
1297,2022-05-10,25,4.7,-0.1,9.6,0.8,0.0
1298,2022-05-11,14,6.2,-1.0,13.5,0.0,0.0
1299,2022-05-12,27,7.4,-1.7,16.4,0.0,0.0
1300,2022-05-13,17,5.7,-2.2,13.7,0.0,0.0
1301,2022-05-14,12,9.4,2.2,16.6,0.0,0.0
1302,2022-05-15,11,9.1,-0.5,18.6,0.0,0.0
1303,2022-05-16,15,13.7,6.4,21.1,0.0,0.0
1304,2022-05-17,17,8.5,4.7,12.3,2.0,0.0
1305,2022-05-18,20,8.9,0.9,16.9,0.3,0.0
1306,2022-05-19,14,4.4,1.5,7.3,2.7,0.0
1307,2022-05-20,18,5.3,1.8,8.8,0.5,0.0
1308,2022-05-21,9,5.4,-0.1,10.9,0.0,0.0
1309,2022-05-22,10,7.1,-2.2,16.4,0.0,0.0
1310,2022-05-23,7,10.0,0.9,19.1,0.0,0.0
1311,2022-05-24,21,11.4,5.3,17.5,0.0,0.0
1312,2022-05-25,18,13.2,6.4,20.1,0.0,0.0
1313,2022-05-26,20,12.7,4.9,20.5,0.0,0.0
1314,2022-05-27,28,15.0,8.5,21.4,0.0,0.0
1315,2022-05-28,16,13.5,7.9,19.1,0.0,0.0
1316,2022-05-29,8,11.6,8.1,15.1,0.0,0.0
1317,2022-05-30,17,10.7,5.5,16.0,0.0,0.0
1318,2022-05-31,33,9.3,1.2,17.4,0.0,0.0
1319,2022-06-01,31,13.7,8.2,19.1,0.0,0.0
1320,2022-06-02,26,11.4,2.3,20.5,0.0,0.0
1321,2022-06-03,26,13.4,5.0,21.7,0.0,0.0
1322,2022-06-04,10,14.7,8.8,20.6,0.8,0.0
1323,2022-06-05,15,11.6,7.6,15.6,10.2,0.0
1324,2022-06-06,33,12.7,9.0,16.5,23.0,0.0
1325,2022-06-07,24,12.3,8.7,15.9,3.1,0.0
1326,2022-06-08,25,13.9,5.9,21.8,0.0,0.0
1327,2022-06-09,27,15.0,7.1,23.0,0.0,0.0
1328,2022-06-10,16,15.6,7.8,23.4,0.0,0.0
1329,2022-06-11,22,16.0,10.3,21.6,0.0,0.0
1330,2022-06-12,8,12.7,6.7,18.6,2.2,0.0
1331,2022-06-13,20,11.9,9.1,14.8,26.1,0.0
1332,2022-06-14,26,9.9,8.3,11.5,33.1,0.0
1333,2022-06-15,23,12.3,9.1,15.6,1.1,0.0
1334,2022-06-16,33,13.4,7.9,18.8,0.0,0.0
1335,2022-06-17,18,15.8,11.6,20.1,1.0,0.0
1336,2022-06-18,11,16.1,12.1,20.1,6.8,0.0
1337,2022-06-19,9,14.9,10.8,18.9,0.0,0.0
1338,2022-06-20,22,13.9,9.0,18.8,0.5,0.0
1339,2022-06-21,27,14.7,6.8,22.6,0.0,0.0
1340,2022-06-22,27,17.5,10.5,24.6,0.0,0.0
1341,2022-06-23,21,9.3,6.4,12.2,15.3,0.0
1342,2022-06-24,19,10.5,6.8,14.3,1.3,0.0
1343,2022-06-25,15,12.7,6.3,19.1,0.0,0.0
1344,2022-06-26,18,14.9,6.3,23.6,0.0,0.0
1345,2022-06-27,19,16.3,8.1,24.5,0.2,0.0
1346,2022-06-28,26,16.0,9.8,22.1,0.9,0.0
1347,2022-06-29,17,14.0,9.6,18.5,4.0,0.0
1348,2022-06-30,24,14.9,9.0,20.8,0.5,0.0
